"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","RDataClass","DispatchClass","Location_Prefix","RDataPath","Tags","Maintainer"
"ENCODE rE2G naive_thymus_derived_CD8_positive_and_alpha_beta_T_cell_ENCFF088SEM","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/naive_thymus_derived_CD8_positive_and_alpha_beta_T_cell_ENCFF088SEM_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G T_helper_17_cell_ENCFF412GGL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/T_helper_17_cell_ENCFF412GGL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G stimulated_activated_CD4_positive_and_alpha_beta_memory_T_cell_ENCFF798QEN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/stimulated_activated_CD4_positive_and_alpha_beta_memory_T_cell_ENCFF798QEN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G stimulated_activated_CD4_positive_and_alpha_beta_T_cell_ENCFF498NCR","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/stimulated_activated_CD4_positive_and_alpha_beta_T_cell_ENCFF498NCR_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G T_helper_2_cell_ENCFF607RIW","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/T_helper_2_cell_ENCFF607RIW_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G T_cell_ENCFF099MHB","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/T_cell_ENCFF099MHB_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G T_follicular_helper_cell_ENCFF125FAK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191614","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191614/files/T_follicular_helper_cell_ENCFF125FAK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G nephron_progenitor_cell_ENCFF478GZS","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/nephron_progenitor_cell_ENCFF478GZS_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G neural_crest_cell_ENCFF171YNI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/neural_crest_cell_ENCFF171YNI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G amniotic_stem_cell_ENCFF610HON","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/amniotic_stem_cell_ENCFF610HON_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G cardiovascular_progenitor_cell_ENCFF209EBG","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/cardiovascular_progenitor_cell_ENCFF209EBG_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G neural_progenitor_cell_ENCFF743TSA","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/neural_progenitor_cell_ENCFF743TSA_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G H4_ENCFF567OFK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/H4_ENCFF567OFK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G hematopoietic_multipotent_progenitor_cell_ENCFF678JRM","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/hematopoietic_multipotent_progenitor_cell_ENCFF678JRM_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G trophoblast_cell_ENCFF962KWA","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/trophoblast_cell_ENCFF962KWA_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G common_myeloid_progenitor_and_CD34_positive_ENCFF057VLU","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/common_myeloid_progenitor_and_CD34_positive_ENCFF057VLU_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G H7_ENCFF626OQS","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/H7_ENCFF626OQS_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G iPS_DF_19.7_ENCFF161WKN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/iPS_DF_19.7_ENCFF161WKN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G iPS_DF_4.7_ENCFF875SXC","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/iPS_DF_4.7_ENCFF875SXC_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G iPS_DF_19.11_ENCFF314RHC","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/iPS_DF_19.11_ENCFF314RHC_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G mesenchymal_stem_cell_ENCFF162XQX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/mesenchymal_stem_cell_ENCFF162XQX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G ecto_neural_progenitor_cell_ENCFF462MWS","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/ecto_neural_progenitor_cell_ENCFF462MWS_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G endodermal_cell_ENCFF632BYQ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/endodermal_cell_ENCFF632BYQ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G dedifferentiated_amniotic_fluid_mesenchymal_stem_cell_ENCFF166YOL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/dedifferentiated_amniotic_fluid_mesenchymal_stem_cell_ENCFF166YOL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G mesendoderm_ENCFF594IMX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/mesendoderm_ENCFF594IMX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G iPS_DF_6.9_ENCFF396DZR","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/iPS_DF_6.9_ENCFF396DZR_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G progenitor_cell_of_endocrine_pancreas_ENCFF185AZC","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/progenitor_cell_of_endocrine_pancreas_ENCFF185AZC_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G H9_ENCFF397VDP","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/H9_ENCFF397VDP_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G H1_ENCFF866SIQ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/H1_ENCFF866SIQ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G mesodermal_cell_ENCFF379ZZE","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/mesodermal_cell_ENCFF379ZZE_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G neuronal_stem_cell_ENCFF627YIZ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/neuronal_stem_cell_ENCFF627YIZ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G WTC11_ENCFF011LTM","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/WTC11_ENCFF011LTM_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G islet_precursor_cell_ENCFF621OXI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191689","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191689/files/islet_precursor_cell_ENCFF621OXI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G glomerular_endothelial_cell_ENCFF031HYY","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/glomerular_endothelial_cell_ENCFF031HYY_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G kidney_capillary_endothelial_cell_ENCFF631AKX","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/kidney_capillary_endothelial_cell_ENCFF631AKX_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G brain_microvascular_endothelial_cell_ENCFF286DOJ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/brain_microvascular_endothelial_cell_ENCFF286DOJ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G bronchial_epithelial_cell_ENCFF368WPN","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/bronchial_epithelial_cell_ENCFF368WPN_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G endothelial_cell_ENCFF270BPS","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/endothelial_cell_ENCFF270BPS_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G pulmonary_artery_endothelial_cell_ENCFF811FJE","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/pulmonary_artery_endothelial_cell_ENCFF811FJE_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G breast_epithelium_ENCFF645KQM","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/breast_epithelium_ENCFF645KQM_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G epithelial_cell_of_prostate_ENCFF888OVT","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/epithelial_cell_of_prostate_ENCFF888OVT_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G kidney_tubule_cell_ENCFF516OMI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/kidney_tubule_cell_ENCFF516OMI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G amniotic_epithelial_cell_ENCFF127MHG","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/amniotic_epithelial_cell_ENCFF127MHG_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G choroid_plexus_epithelial_cell_ENCFF604ALZ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/choroid_plexus_epithelial_cell_ENCFF604ALZ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G foreskin_keratinocyte_ENCFF451FCU","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/foreskin_keratinocyte_ENCFF451FCU_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G dermis_blood_vessel_endothelial_cell_ENCFF878RCZ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/dermis_blood_vessel_endothelial_cell_ENCFF878RCZ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G glomerular_visceral_epithelial_cell_ENCFF758UOI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/glomerular_visceral_epithelial_cell_ENCFF758UOI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G dermis_microvascular_lymphatic_vessel_endothelial_cell_ENCFF368JGH","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/dermis_microvascular_lymphatic_vessel_endothelial_cell_ENCFF368JGH_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G non_pigmented_ciliary_epithelial_cell_ENCFF896OUZ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/non_pigmented_ciliary_epithelial_cell_ENCFF896OUZ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G kidney_epithelial_cell_ENCFF765TRI","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/kidney_epithelial_cell_ENCFF765TRI_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G lung_microvascular_endothelial_cell_ENCFF266VJQ","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/lung_microvascular_endothelial_cell_ENCFF266VJQ_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G endothelial_cell_of_umbilical_vein_ENCFF586TYO","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/endothelial_cell_of_umbilical_vein_ENCFF586TYO_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G keratinocyte_ENCFF032RXW","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/keratinocyte_ENCFF032RXW_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G epithelial_cell_of_esophagus_ENCFF665KNO","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/epithelial_cell_of_esophagus_ENCFF665KNO_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G renal_cortical_epithelial_cell_ENCFF840UAB","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/renal_cortical_epithelial_cell_ENCFF840UAB_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G iris_pigment_epithelial_cell_ENCFF854EJK","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/iris_pigment_epithelial_cell_ENCFF854EJK_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G mammary_epithelial_cell_ENCFF833YUL","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/mammary_epithelial_cell_ENCFF833YUL_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G mesothelial_cell_of_epicardium_ENCFF249IRE","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/mesothelial_cell_of_epicardium_ENCFF249IRE_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G retinal_pigment_epithelial_cell_ENCFF276WZU","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/retinal_pigment_epithelial_cell_ENCFF276WZU_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G breast_epithelium_ENCFF502MYU","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/breast_epithelium_ENCFF502MYU_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G epithelial_cell_of_proximal_tubule_ENCFF293OFS","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/epithelial_cell_of_proximal_tubule_ENCFF293OFS_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G kidney_glomerular_epithelial_cell_ENCFF630RFD","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191957","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191957/files/kidney_glomerular_epithelial_cell_ENCFF630RFD_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
"ENCODE rE2G muscle_of_back_ENCFF127HCO","ChIPDB object for TFEA.ChIP. Processed rE2G dataset.","3.22","GRCh38","RDA","https://zenodo.org/records/17191999","2024","Homo sapiens","9606",TRUE,"ENCODE","list","Rda","https://zenodo.org/","records/17191999/files/muscle_of_back_ENCFF127HCO_object_hg38.rda","ChIP-seq,TF,ENCODE","Yosra Berrouayel <yosraberrouayel@gmail.com>"
